"Year","trophic_group","Island","count.ha","biomass.kgha","count15","biomass15","Ca_mg","Fe_mg","Se_mig","Zn_mg","VitA_mig","O3_g","Protein_g","Ca_mg15","Fe_mg15","Se_mig15","Zn_mg15","VitA_mig15","O3_g15","Protein_g15","biomass.SE","Ca.SE","Fe.SE","Zn.SE","VitA.SE","O3.SE","Protein.SE","biomass.SE15","Ca.SE15","Fe.SE15","Zn.SE15","VitA.SE15","O3.SE15","Protein.SE15"
2016,"Mobile invertivore","Moorea",616,53.39249203468,179.2,47.89149686396,15943.53824854,272.53467442572,21283.269097684,692.02561188968,36355.53957536,54.03966449336,9836.172428792,12662.59784336,237.8109382028,19296.56056844,607.9555051012,29791.9698208,46.39602539772,8831.252124036,28.0072729656896,6457.97210462461,133.529234382413,326.873529437982,13377.7482498041,25.3084208215868,5180.21638719915,27.7110536795606,6452.67307867317,132.340529079426,323.490277259147,13379.4587630087,25.1392656634534,5124.74972419315
2017,"Mobile invertivore","Moorea",537.5,47.296353649875,225,41.8996284089375,17062.671245375,258.006978565,19377.299776375,586.990308986875,38639.0985575,52.40401459125,8652.4132457,13416.4528521875,218.09247396625,17036.04767575,513.837171560625,33148.23231875,44.302516894625,7673.281686575,16.3919413208399,4418.2490669829,83.9652021888345,201.339409775409,10899.1676193448,15.4024786123827,3031.56506984282,16.3854613086786,4380.31761858209,83.6066254732154,200.492807038966,11189.2109554642,15.5254064955183,3028.10071482037
2018,"Mobile invertivore","Moorea",522.666666666667,28.3482956936,170.666666666667,22.7086271574667,10846.3099545133,151.3364125238,11349.2145731533,405.55595574,29682.3408980667,32.6923102412333,5174.76352074,7535.97032371,115.5546560876,9240.6020328,319.551016781333,23184.3583244667,24.8912181533333,4147.40295557333,6.26550985737585,1880.33320764605,32.9072720148141,93.7313407536733,6253.09713834116,6.2842780154691,1156.47970370973,5.84838652764227,1609.0870599255,29.8400506147389,81.5967830098106,5795.03037121194,5.70661922536443,1077.90325238204
2019,"Mobile invertivore","Moorea",427.5,47.09034218775,192.5,43.24695146725,15240.8578868188,236.238458475375,19701.0024465812,580.838271981188,32030.6677280625,48.4871906835,8691.04505195625,12985.8423154375,210.05539045625,18215.2371772687,525.86925836,28359.6342735,43.085650127625,7987.5580946625,22.5593447414477,5961.89328024993,114.15176420346,273.907213557029,11580.5511099817,21.2327652559131,4172.41250864324,22.6532806203851,6017.81608357147,114.585098635892,274.177449676325,11737.3207920114,21.3775653714732,4189.09147064076
2020,"Mobile invertivore","Moorea",1017.93103448276,42.1638230331034,140.689655172414,30.3978983416897,16051.8002977379,206.296861190552,18845.4437530486,526.342977540966,41122.2571986117,45.9877158110345,7762.67410417965,8564.34015724828,124.45386064969,14732.1962160379,341.6970356,22619.3670268621,29.0110570036207,5652.39120021035,10.2707647857215,3101.73485061749,43.7021868529213,108.285176919851,8643.69768832826,9.04256387730616,1928.93093938646,10.3103293392645,2239.95821600116,37.2458590159808,99.7310514309295,6332.76236753489,8.04277527704792,1944.04656258198
2010,"Piscivore","Moorea",135.384615384615,50.4608194396154,129.230769230769,50.3618562688462,12749.730313,278.988085437692,22572.5047045385,615.198346885385,48812.8070165385,63.1811792348462,9795.33736115385,12720.8572091538,278.53298163,22534.0780460769,614.380557985385,48651.529885,63.0374860917692,9777.28653207692,15.977421677176,4292.60059341419,123.566501584267,295.309439238159,12875.2854159268,18.045188718722,3234.89416477408,15.9784997240768,4291.83645616265,123.583853169497,295.359159826376,12843.9133910385,18.0405068660171,3235.34624662449
2011,"Piscivore","Moorea",111.111111111111,126.768659254444,111.111111111111,126.768659254444,21395.8760814444,491.038870016667,56663.7519887778,1002.10876384444,102935.490016667,149.68622605,25391.6124471111,21395.8760814444,491.038870016667,56663.7519887778,1002.10876384444,102935.490016667,149.68622605,25391.6124471111,72.5209071678412,8452.09658437816,221.072747312696,461.454171384065,50831.564049786,81.8678738870932,14889.9450898375,72.5209071678412,8452.09658437816,221.072747312696,461.454171384065,50831.564049786,81.8678738870932,14889.9450898375
2012,"Piscivore","Moorea",163.333333333333,92.6839428108333,163.333333333333,92.6839428108333,22420.2576966667,565.324583996667,38175.240701,1103.70412945833,76967.904685,116.532711521667,18328.4498400833,22420.2576966667,565.324583996667,38175.240701,1103.70412945833,76967.904685,116.532711521667,18328.4498400833,19.8954500534777,4054.05674679766,145.977951486561,248.707383766306,17893.6982192205,25.2121492315315,4098.20856285725,19.8954500534777,4054.05674679766,145.977951486561,248.707383766306,17893.6982192205,25.2121492315315,4098.20856285725
2013,"Piscivore","Moorea",100,43.8055500776,100,43.8055500776,12087.8773823,226.817394556,18314.8670898,447.627898984,56159.0802002,59.0112239437,8231.7306645,12087.8773823,226.817394556,18314.8670898,447.627898984,56159.0802002,59.0112239437,8231.7306645,12.9357994085394,3885.03693369537,63.2475556676149,124.003691620298,23086.7108001831,19.1905968273897,2351.53026502107,12.9357994085394,3885.03693369537,63.2475556676149,124.003691620298,23086.7108001831,19.1905968273897,2351.53026502107
2014,"Piscivore","Moorea",100,34.5121388756667,93.3333333333333,34.509119154,9227.46222263333,196.152014368917,14304.4161793667,533.517999494167,33758.6191089583,43.4524882565833,6631.16006289167,9226.68544763333,196.132069618917,14303.0000385333,533.445307935833,33757.6227297917,43.44922149575,6630.54780089167,5.93457679589791,1573.03358128464,35.3687164369151,144.219370087815,8494.18248091419,7.28391811902308,1160.78231948292,5.93471098401061,1573.08278076061,35.3680687149095,144.208948287925,8494.43124431179,7.28429545973026,1160.79295694339
2015,"Piscivore","Moorea",120,69.3680981753333,115.555555555556,69.2413229531111,16262.5543427778,316.538434198889,29494.0146504444,623.20035188,78617.0754134444,89.6242195022222,13328.8418217778,16225.5669038889,315.955430576667,29444.7887804444,622.152736191111,78410.473859,89.4401436466667,13305.7180895556,14.0992666857826,4481.72526629694,78.593423699217,166.526754460955,25793.849559797,20.6418239381966,2617.82380102342,14.1083645986483,4480.0603317134,78.6256581073016,166.618643388153,25772.5808022394,20.6425593014431,2620.20002078719
2016,"Piscivore","Moorea",80,80.6492372774,80,80.6492372774,9708.46745827,230.445125393,19764.4968382,496.818157428,41977.2531298,90.2382695184,16346.39238429,9708.46745827,230.445125393,19764.4968382,496.818157428,41977.2531298,90.2382695184,16346.39238429,54.5411182292958,2742.09929986695,101.964940517764,216.722296829294,11239.8969924257,55.0640758321925,11449.9537830364,54.5411182292958,2742.09929986695,101.964940517764,216.722296829294,11239.8969924257,55.0640758321925,11449.9537830364
2017,"Piscivore","Moorea",111.111111111111,29.6989158822222,102.222222222222,29.2872946,8399.94109588889,162.391840378889,12460.7315274444,326.479873653333,35352.2463708889,39.0179717291111,5584.29728322222,8279.84809511111,160.498909801111,12300.9020642222,323.078413186667,34681.4402597778,38.4203033702222,5509.21778277778,9.10096844169734,2554.12731334116,53.9871126338183,120.359803007864,14092.7057920696,12.5888473854761,1729.99956604296,9.12374817739797,2559.48272928655,54.1812194647021,120.763251700719,14054.141979114,12.5992483720247,1734.89175554952
2018,"Piscivore","Moorea",100,31.7160888162857,97.1428571428571,31.5837819755714,8042.80991857143,154.718951443571,13072.8656762143,361.077457939286,34678.6515282857,40.6533643382143,6031.31289986429,8004.20859685714,154.110509472143,13021.4919197857,359.984131360714,34463.0352782857,40.4612566517857,6007.18020336429,5.78765069468549,1565.2076063465,37.3839942723945,140.299510408828,5999.38988968304,6.67755539574893,1156.91923667773,5.79257830957218,1564.46255309959,37.4112240027634,140.372716979732,5964.90078096694,6.67461706912097,1158.13430949932
2019,"Piscivore","Moorea",105.454545454545,76.6163714164545,105.454545454545,76.6163714164545,19525.3028963636,472.595598472727,35165.0921577273,1383.07707232273,47671.4504101818,88.5263360972727,15191.3672051818,19525.3028963636,472.595598472727,35165.0921577273,1383.07707232273,47671.4504101818,88.5263360972727,15191.3672051818,28.1012117955586,7278.31174306364,203.991883549121,660.920147505752,11363.7102107885,29.9100770128998,5747.19299977145,28.1012117955586,7278.31174306364,203.991883549121,660.920147505752,11363.7102107885,29.9100770128998,5747.19299977145
2020,"Piscivore","Moorea",156,44.0453288128,156,44.0453288128,12602.47254903,207.921341349,17336.5150917,405.017611514,66120.0223905,62.2103048756,8104.89813278,12602.47254903,207.921341349,17336.5150917,405.017611514,66120.0223905,62.2103048756,8104.89813278,12.4572492464737,3699.28089067469,56.7399211761523,103.527511026097,21657.3393203881,18.462123443942,2257.7951075315,12.4572492464737,3699.28089067469,56.7399211761523,103.527511026097,21657.3393203881,18.462123443942,2257.7951075315
2010,"Herbivores Microvores Detritivores","Raiatea",2980,636.118147033333,2206.66666666667,611.214206415,200429.082656725,3424.68523038167,231462.315936867,11209.1429149212,253951.335687608,634.210512895,115371.329078797,191597.046508333,3325.407787325,226000.220285,10865.2813532667,241491.897954167,604.311810458333,110897.5425975,182.915583440898,56631.5163630678,1062.51204574575,3877.87672694409,72584.5606204987,179.33396678206,33075.3906058288,176.973330089041,54770.1487826594,1053.41320519453,3859.20152346584,69637.1513444351,170.278740940058,31999.0592379855
2012,"Herbivores Microvores Detritivores","Raiatea",2326.15384615385,470.910734173846,2009.23076923077,462.121074433077,158958.239969093,2903.58262801723,164953.384888964,9241.71969551769,178862.933749431,459.968877074538,85359.7950812162,155986.610340769,2862.23322902308,163278.0189,9082.30080647692,173396.187493077,449.548845197692,83789.249604,150.283212446433,52947.4851222117,1105.78366299203,3774.95753681673,53398.1195370084,135.32237278856,27137.5627528654,150.052914138684,53034.1618299319,1109.60379009532,3790.76020273796,53418.7505297639,134.501686412108,27096.7099599974
2014,"Herbivores Microvores Detritivores","Raiatea",1809.23076923077,466.142845862308,1495.38461538462,461.23859047,143057.404739376,2843.99552126562,155283.037855432,9235.94835724739,171386.720561608,449.152613279077,84539.8647954765,141245.500493846,2810.13362561538,153990.226824538,9119.30715748461,169237.183228462,444.004050685385,83657.433449,245.247455688611,68865.4306317171,1670.0002781881,5606.5638263639,87880.9530489728,213.249358893921,44272.8261679976,244.740702915684,68650.1061564509,1666.02239353219,5592.9203605271,87734.195609262,212.81702492231,44180.2723135334
2016,"Herbivores Microvores Detritivores","Raiatea",1556.92307692308,455.037700521846,1209.23076923077,446.889649853846,144670.637524245,2851.56093642285,182326.396854163,10034.8370395078,170272.138360877,383.757023772,81861.1656592512,140335.167177846,2801.32053304615,180387.456439846,9871.60078002308,166461.689610923,374.454711728462,80395.9000486923,232.609727061805,73700.125795027,1551.59698722687,5583.69500334354,83533.018451841,178.362666193608,41663.4884596007,231.685461861446,73236.4947655003,1538.72563012129,5554.25975065766,83472.472522044,177.531516616193,41497.3159873478
2018,"Herbivores Microvores Detritivores","Raiatea",932.307692307692,139.757724606231,698.461538461538,132.282363846615,46932.5031523077,796.542572362769,48869.7546631923,2646.77640693154,54252.7336067692,133.695227934615,25250.7572365631,44210.0501939231,754.586322809231,46817.8077116154,2484.92751240154,50663.8537644615,125.204104059231,23903.20901,42.8680472298411,15119.196747519,293.312504640188,1039.35098860832,15849.0903180055,38.2907722640501,7713.77748228816,41.1633710121654,14464.6361884738,283.68947264474,1009.39263473098,15144.7794007242,35.8777051294432,7400.36066947295
2020,"Herbivores Microvores Detritivores","Raiatea",1210,283.168346454167,1070,281.487876274167,91200.614608625,1608.15669404667,105732.733179038,5428.21362273217,111578.717557933,263.350968141417,51173.2762245367,90509.9689875,1598.72919833333,105405.4243175,5389.993547925,110523.9609,261.455582746667,50873.7865458333,98.9691193602405,33075.6543062684,670.706857580423,2423.96952805017,36936.8247040105,84.2114910288292,17778.7481670725,98.9262112360207,33105.9484615271,671.531662339872,2427.69235525307,36938.4468879887,84.0361987429513,17770.601651288
2010,"Mobile invertivore","Raiatea",689.52380952381,221.877253237286,506.666666666667,215.747621646238,50574.0357312381,829.392462426667,108357.752667667,3241.47597646143,197812.095493333,196.264358527571,41078.0082555524,47211.8936899048,792.524460814762,106088.644688524,3152.06846274095,191576.09975019,188.502168706714,39961.8547509476,82.6564445125974,14107.4559092263,283.613352841454,1644.96912933309,83421.8538820101,61.3881395604396,15351.205347193,81.9681562905879,13604.3860049474,276.126359686407,1633.30658886683,82915.7602873054,60.2287555873001,15225.5310871181
2012,"Mobile invertivore","Raiatea",645.333333333333,162.3748861424,405.333333333333,158.2866442426,36094.6877676,636.183807662667,78324.2962906667,2287.73730998933,122001.471809267,135.836037236867,30150.2828217267,33632.6227022667,609.552210794867,76771.1995352,2225.301992514,118100.701906133,130.7776327844,29407.98246648,60.4568695658768,11965.6231241554,245.536620732773,1095.64044246531,54847.035518754,47.9498804528964,11222.1412372944,60.3909654568585,11873.671132191,243.82216543768,1090.56891590693,54679.3626984947,47.7739635290608,11210.8219965652
2014,"Mobile invertivore","Raiatea",742.222222222222,140.571393255444,380,135.402021956667,35149.4403057222,521.085453145556,69458.6599406222,1651.30227992889,126237.042307056,133.548686217111,26006.4082841556,32369.8522483333,490.321795438333,67424.5267785444,1571.64214598722,121091.881223833,126.903643173222,25067.1465931278,45.3905968234905,9497.42016906735,145.335510813876,532.885932609786,37534.7261144496,37.7410216152862,8550.238789357,45.4180041938682,9540.10971050698,143.63327403656,526.38690465135,37536.6436189008,37.8519649460199,8555.01634078782
2016,"Mobile invertivore","Raiatea",650.666666666667,110.589818484867,293.333333333333,104.937261525467,25870.9399192,505.368564655333,47881.4739588,1675.99555786867,79935.0688381333,98.7131443296,20381.67533576,23082.2337817333,472.380850535333,45706.1881286,1597.25255696333,74390.0119707333,91.8188688590667,19348.2530115533,53.4359770701544,11856.5584425197,247.275117107422,859.967039469191,39550.1569284962,46.854210450608,9852.24250821077,53.3637212720438,11841.4229153799,246.657524455544,854.844602236008,39260.2261847019,46.7822561826808,9838.49707202202
2018,"Mobile invertivore","Raiatea",452.631578947368,81.7798775128947,237.894736842105,78.4123167722632,18609.6323544947,350.173511902895,37823.1394132526,1409.47540787805,79522.6694622105,72.7233135525789,14987.1799427526,16666.8036926842,327.987727201579,36484.0491814737,1363.88507616895,76539.9741644211,68.2792967557895,14373.2232598,38.3862935083315,5987.34255628867,149.480179929968,870.896275487696,42175.4882296811,28.2431241283841,7031.6150898619,38.2096529663436,5880.78293673497,148.011678030532,868.829139021755,42132.1028408467,27.9744705149005,6997.90703441188
2020,"Mobile invertivore","Raiatea",570,206.259674940187,465,204.885346214688,48114.7767427313,768.087420920063,106577.074162712,2726.286985275,247635.454331688,208.590730599563,37494.3284143062,47416.9544147937,760.287129757563,106042.605264563,2705.530954095,245760.375727437,206.918271497625,37245.2670435437,100.451476648347,24253.5244888011,326.458496003793,1505.10472609032,144082.489493218,110.211019875684,18158.6229363562,100.475583209326,24272.6956751113,326.322319932414,1503.99952054644,144168.560546929,110.262638969054,18162.4071606659
2010,"Piscivore","Raiatea",228.571428571429,138.943038845714,228.571428571429,138.943038845714,35333.8555057143,819.3173422,63116.3104942857,2280.08494407143,104960.254375714,166.007999122857,27372.8866862857,35333.8555057143,819.3173422,63116.3104942857,2280.08494407143,104960.254375714,166.007999122857,27372.8866862857,42.0766825686444,11345.9301023721,327.052184370917,1116.8242038432,23008.1717319349,43.4833660668369,8682.88117309913,42.0766825686444,11345.9301023721,327.052184370917,1116.8242038432,23008.1717319349,43.4833660668369,8682.88117309913
2012,"Piscivore","Raiatea",120,58.632395294,116,58.447165718,13379.8424927,296.385049321,25801.2847787,861.594056718,45759.718845,69.917873182,11574.2864418,13325.8006427,295.533230561,25729.3615207,860.063399508,45457.856095,69.648922421,11540.5006667,13.6813695383167,3426.79333886278,88.9189477598752,347.583594062753,10598.7276554829,14.9301973034472,2806.62656662925,13.703914010475,3429.63920151037,89.0215059134329,347.818526283687,10537.5501008067,14.9501132585339,2811.45138681731
2014,"Piscivore","Raiatea",154.285714285714,49.7727100001429,125.714285714286,48.9217789277143,12684.7593232857,279.73173481,21904.138037,855.27934492,38204.4546785714,59.6988099227143,9766.54956514286,12437.22613,275.617301108571,21574.902229,847.858491814286,37003.3402775714,58.5225312635714,9610.97216715714,20.2291197570483,5332.86661839074,138.125551227508,524.763877112474,12890.586882011,22.0174210698726,4113.04247259532,20.465567082012,5394.94722844115,139.132411864127,526.453144645337,13111.3239516679,22.348731366057,4156.12748612364
2016,"Piscivore","Raiatea",83.6363636363636,67.8174107942727,80,67.7385059533636,16828.7802207273,412.112499226364,31260.7252063636,1211.05764693727,39498.4222541818,77.7004951609091,13517.0052136364,16805.7592561818,411.749638044545,31230.0870463636,1210.40561141,39369.8335441818,77.5859264318182,13502.6130136364,24.2248970273917,6295.26519373611,171.018299166865,604.0444627845,8813.47511680271,25.733502099545,4949.39773488532,24.2271949415672,6295.22489136441,171.046566155718,604.11917597154,8733.43118480788,25.7300380135934,4950.10423681926
2018,"Piscivore","Raiatea",168,48.041536858,144,47.356950654,13363.8490966,260.108840304,20156.2287336,696.25230618,52470.559796,62.350689766,9147.0147988,13164.1169274,256.960620764,19890.4090336,690.5951815,51354.911434,61.356680148,9022.1466434,14.5153935792096,3751.7666480081,98.2603596377406,396.29674152284,16542.3456306987,16.5279204743742,2955.04979227189,14.6967103220489,3802.82041404009,99.1402308838596,397.818132097379,16532.1634990394,16.7528677793985,2988.7334244469
2020,"Piscivore","Raiatea",131.428571428571,173.327920478571,131.428571428571,173.327920478571,41714.0826911429,1031.50414337143,79694.5559155714,3523.3192767,81752.6768628571,193.146056061429,34911.7092928571,41714.0826911429,1031.50414337143,79694.5559155714,3523.3192767,81752.6768628571,193.146056061429,34911.7092928571,80.6351204202868,20911.3899232833,547.514504438125,2049.69087583506,22993.8645508445,85.9171488809536,16431.8442247455,80.6351204202868,20911.3899232833,547.514504438125,2049.69087583506,22993.8645508445,85.9171488809536,16431.8442247455
